Id,Date,Hour,Temperature,Humidity,Wind_Speed,Visibility,Dew_Point,Solar_Radiation,Rainfall,Snowfall,Season,IsHoliday,IsFunctioningDay,Bikes_Rented
1198,19/01/2018,22,0.0,56,0.8,1544,-7.7,0.0,0.0,0.0,Winter,0,1,292
1199,19/01/2018,23,-0.5,59,0.9,1487,-7.5,0.0,0.0,0.0,Winter,0,1,236
1200,20/01/2018,0,-0.6,60,0.6,1433,-7.4,0.0,0.0,0.0,Winter,0,1,228
1201,20/01/2018,1,-0.9,64,0.4,1273,-6.8,0.0,0.0,0.0,Winter,0,1,258
1202,20/01/2018,2,-0.9,65,0.6,1369,-6.6,0.0,0.0,0.0,Winter,0,1,216
1203,20/01/2018,3,-0.9,65,0.2,1359,-6.6,0.0,0.0,0.0,Winter,0,1,118
1204,20/01/2018,4,-0.7,65,0.6,1226,-6.4,0.0,0.0,0.0,Winter,0,1,89
1205,20/01/2018,5,-0.3,62,0.6,862,-6.7,0.0,0.0,0.0,Winter,0,1,56
1207,20/01/2018,7,0.2,60,0.3,1145,-6.6,0.0,0.0,0.0,Winter,0,1,101
1208,20/01/2018,8,0.3,63,0.4,1140,-5.9,0.0,0.0,0.0,Winter,0,1,191
1209,20/01/2018,9,0.9,63,0.9,1090,-5.3,0.07,0.0,0.0,Winter,0,1,234
1210,20/01/2018,10,2.1,60,1.2,1005,-4.8,0.3,0.0,0.0,Winter,0,1,259
1211,20/01/2018,11,3.7,59,1.8,978,-3.5,0.51,0.0,0.0,Winter,0,1,285
1212,20/01/2018,12,5.3,55,2.6,904,-3.0,0.85,0.0,0.0,Winter,0,1,325
1213,20/01/2018,13,6.3,55,3.0,792,-2.0,0.85,0.0,0.0,Winter,0,1,356
1214,20/01/2018,14,5.9,61,3.2,623,-1.0,0.52,0.0,0.0,Winter,0,1,334
1215,20/01/2018,15,6.3,55,3.0,355,-2.0,0.68,0.0,0.0,Winter,0,1,406
1218,20/01/2018,18,4.6,55,3.2,232,-3.6,0.03,0.0,0.0,Winter,0,1,283
1219,20/01/2018,19,3.5,66,1.7,187,-2.2,0.0,0.0,0.0,Winter,0,1,223
1220,20/01/2018,20,2.9,66,1.2,173,-2.8,0.0,0.0,0.0,Winter,0,1,219
1221,20/01/2018,21,2.1,48,2.8,346,-7.7,0.0,0.0,0.0,Winter,0,1,220
1222,20/01/2018,22,1.5,48,2.4,422,-8.3,0.0,0.0,0.0,Winter,0,1,232
1223,20/01/2018,23,0.8,53,1.7,382,-7.7,0.0,0.0,0.0,Winter,0,1,164
1224,21/01/2018,0,-0.3,60,1.9,340,-7.1,0.0,0.0,0.0,Winter,0,1,196
1226,21/01/2018,2,-1.5,63,1.0,380,-7.6,0.0,0.0,0.0,Winter,0,1,107
1227,21/01/2018,3,-2.0,60,0.5,474,-8.7,0.0,0.0,0.0,Winter,0,1,107
1228,21/01/2018,4,-2.3,47,0.7,984,-12.1,0.0,0.0,0.0,Winter,0,1,73
1229,21/01/2018,5,-2.6,49,1.1,1065,-11.8,0.0,0.0,0.0,Winter,0,1,32
1230,21/01/2018,6,-3.1,54,1.4,1037,-11.1,0.0,0.0,0.0,Winter,0,1,36
1231,21/01/2018,7,-3.2,54,1.2,1113,-11.2,0.0,0.0,0.0,Winter,0,1,61
1232,21/01/2018,8,-3.6,53,0.5,1227,-11.8,0.0,0.0,0.0,Winter,0,1,115
1234,21/01/2018,10,-1.3,37,0.8,1070,-14.1,0.47,0.0,0.0,Winter,0,1,189
1235,21/01/2018,11,1.9,25,1.0,1493,-16.1,0.78,0.0,0.0,Winter,0,1,216
1236,21/01/2018,12,3.9,30,1.6,1085,-12.1,0.91,0.0,0.0,Winter,0,1,271
1237,21/01/2018,13,4.9,22,2.0,1446,-15.0,1.0,0.0,0.0,Winter,0,1,343
1238,21/01/2018,14,5.4,18,1.2,1923,-17.0,0.96,0.0,0.0,Winter,0,1,340
1239,21/01/2018,15,5.4,20,2.2,1890,-15.8,0.8,0.0,0.0,Winter,0,1,389
1240,21/01/2018,16,4.7,17,2.1,2000,-18.3,0.55,0.0,0.0,Winter,0,1,396
1241,21/01/2018,17,3.8,20,1.3,2000,-17.1,0.24,0.0,0.0,Winter,0,1,383
1242,21/01/2018,18,2.5,24,2.0,2000,-16.0,0.02,0.0,0.0,Winter,0,1,295
1243,21/01/2018,19,1.3,25,1.3,2000,-16.6,0.0,0.0,0.0,Winter,0,1,223
1244,21/01/2018,20,0.3,27,0.4,2000,-16.5,0.0,0.0,0.0,Winter,0,1,258
1245,21/01/2018,21,-0.1,29,0.5,2000,-16.0,0.0,0.0,0.0,Winter,0,1,237
1246,21/01/2018,22,-0.3,32,0.7,2000,-15.0,0.0,0.0,0.0,Winter,0,1,207
1247,21/01/2018,23,-0.4,32,0.6,2000,-15.1,0.0,0.0,0.0,Winter,0,1,170
1248,22/01/2018,0,-0.2,30,0.4,2000,-15.7,0.0,0.0,0.0,Winter,0,1,171
1249,22/01/2018,1,-0.2,32,0.7,2000,-14.9,0.0,0.0,0.0,Winter,0,1,97
1250,22/01/2018,2,-0.2,33,1.4,2000,-14.5,0.0,0.0,0.0,Winter,0,1,73
1251,22/01/2018,3,-0.3,31,0.3,2000,-15.4,0.0,0.0,0.0,Winter,0,1,53
1252,22/01/2018,4,0.0,32,0.4,2000,-14.7,0.0,0.0,0.0,Winter,0,1,31
1253,22/01/2018,5,0.0,32,0.7,2000,-14.7,0.0,0.0,0.0,Winter,0,1,60
1254,22/01/2018,6,0.0,33,0.4,2000,-14.3,0.0,0.0,0.0,Winter,0,1,165
1255,22/01/2018,7,-0.4,34,1.0,1989,-14.3,0.0,0.0,0.0,Winter,0,1,316
1256,22/01/2018,8,-0.7,32,0.5,1991,-15.3,0.0,0.0,0.0,Winter,0,1,683
1257,22/01/2018,9,0.1,33,0.8,1901,-14.3,0.06,0.0,0.0,Winter,0,1,365
1258,22/01/2018,10,1.1,31,0.7,1898,-14.1,0.25,0.0,0.0,Winter,0,1,221
1259,22/01/2018,11,2.4,27,0.9,1796,-14.7,0.47,0.0,0.0,Winter,0,1,277
1260,22/01/2018,12,3.9,28,0.9,1383,-12.9,0.6,0.0,0.0,Winter,0,1,323
1261,22/01/2018,13,3.9,33,0.6,1249,-10.9,0.19,0.0,0.0,Winter,0,1,281
1263,22/01/2018,15,3.6,69,1.8,655,-1.5,0.17,0.0,0.0,Winter,0,1,63
1265,22/01/2018,17,1.3,93,1.2,81,0.2,0.03,0.0,0.2,Winter,0,1,43
1266,22/01/2018,18,1.1,96,3.0,187,0.5,0.0,3.3,1.0,Winter,0,1,170
1267,22/01/2018,19,-0.1,88,3.2,582,-1.8,0.0,0.0,1.0,Winter,0,1,167
1268,22/01/2018,20,-0.8,85,2.9,836,-3.0,0.0,0.0,1.0,Winter,0,1,181
1269,22/01/2018,21,-1.8,85,2.9,590,-3.9,0.0,0.0,1.0,Winter,0,1,187
1270,22/01/2018,22,-3.2,81,3.9,492,-6.0,0.0,0.0,1.0,Winter,0,1,170
1272,23/01/2018,0,-5.3,77,3.8,894,-8.7,0.0,0.0,1.0,Winter,0,1,96
1274,23/01/2018,2,-7.5,65,3.9,2000,-12.9,0.0,0.0,1.0,Winter,0,1,75
1275,23/01/2018,3,-8.6,68,3.3,2000,-13.4,0.0,0.0,1.0,Winter,0,1,55
1276,23/01/2018,4,-9.5,49,4.3,2000,-18.2,0.0,0.0,1.0,Winter,0,1,45
1277,23/01/2018,5,-10.5,46,3.0,2000,-19.9,0.0,0.0,1.0,Winter,0,1,44
1278,23/01/2018,6,-11.5,47,3.2,2000,-20.5,0.0,0.0,1.0,Winter,0,1,84
1279,23/01/2018,7,-12.5,41,4.5,2000,-23.0,0.0,0.0,1.0,Winter,0,1,211
1280,23/01/2018,8,-13.0,41,4.0,2000,-23.5,0.0,0.0,1.0,Winter,0,1,423
1281,23/01/2018,9,-13.3,36,3.5,2000,-25.2,0.19,0.0,1.0,Winter,0,1,228
1283,23/01/2018,11,-11.7,27,4.0,1935,-26.9,0.94,0.0,1.0,Winter,0,1,184
1284,23/01/2018,12,-11.3,27,3.7,1955,-26.6,1.18,0.0,1.0,Winter,0,1,180
1285,23/01/2018,13,-11.0,27,4.0,1959,-26.3,1.26,0.0,1.0,Winter,0,1,189
1286,23/01/2018,14,-10.4,30,4.3,2000,-24.6,1.22,0.0,1.0,Winter,0,1,169
1287,23/01/2018,15,-9.7,32,3.6,2000,-23.3,1.04,0.0,1.0,Winter,0,1,181
1290,23/01/2018,18,-11.5,43,2.4,2000,-21.6,0.05,0.0,0.9,Winter,0,1,351
1291,23/01/2018,19,-12.0,47,3.2,2000,-21.0,0.0,0.0,0.9,Winter,0,1,248
1292,23/01/2018,20,-12.5,52,3.0,2000,-20.3,0.0,0.0,0.9,Winter,0,1,178
1294,23/01/2018,22,-13.9,45,4.0,2000,-23.2,0.0,0.0,0.9,Winter,0,1,117
1295,23/01/2018,23,-14.3,38,4.0,2000,-25.5,0.0,0.0,0.9,Winter,0,1,106
1296,24/01/2018,0,-14.6,34,3.9,2000,-27.0,0.0,0.0,0.9,Winter,0,1,90
1298,24/01/2018,2,-15.2,32,3.1,2000,-28.2,0.0,0.0,0.9,Winter,0,1,50
1301,24/01/2018,5,-15.6,29,3.7,2000,-29.6,0.0,0.0,0.9,Winter,0,1,34
1302,24/01/2018,6,-15.7,29,2.5,2000,-29.7,0.0,0.0,0.9,Winter,0,1,71
1303,24/01/2018,7,-15.9,30,3.0,2000,-29.5,0.0,0.0,0.9,Winter,0,1,164
1304,24/01/2018,8,-16.2,30,1.6,2000,-29.8,0.0,0.0,0.9,Winter,0,1,364
1305,24/01/2018,9,-15.8,27,3.4,2000,-30.5,0.2,0.0,0.9,Winter,0,1,192
1306,24/01/2018,10,-14.5,24,4.6,1902,-30.6,0.61,0.0,0.9,Winter,0,1,90
1309,24/01/2018,13,-12.0,25,6.0,1887,-28.0,1.27,0.0,0.9,Winter,0,1,140
1310,24/01/2018,14,-11.1,26,3.8,1980,-26.8,1.25,0.0,0.8,Winter,0,1,125
1311,24/01/2018,15,-10.8,29,3.8,2000,-25.4,1.06,0.0,0.7,Winter,0,1,149
1312,24/01/2018,16,-11.2,30,4.7,2000,-25.3,0.77,0.0,0.7,Winter,0,1,124
1313,24/01/2018,17,-11.8,26,3.5,2000,-27.4,0.39,0.0,0.7,Winter,0,1,203
1314,24/01/2018,18,-13.0,29,3.4,2000,-27.3,0.05,0.0,0.7,Winter,0,1,297
1315,24/01/2018,19,-13.8,32,2.2,2000,-26.9,0.0,0.0,0.7,Winter,0,1,211
1316,24/01/2018,20,-14.3,37,1.3,2000,-25.8,0.0,0.0,0.7,Winter,0,1,125
1318,24/01/2018,22,-15.2,45,4.0,2000,-24.4,0.0,0.0,0.7,Winter,0,1,121
1319,24/01/2018,23,-15.7,43,3.6,2000,-25.4,0.0,0.0,0.7,Winter,0,1,82
1320,25/01/2018,0,-15.9,43,3.8,2000,-25.6,0.0,0.0,0.7,Winter,0,1,78
1323,25/01/2018,3,-16.0,40,1.9,2000,-26.5,0.0,0.0,0.7,Winter,0,1,32
1324,25/01/2018,4,-15.9,37,2.4,1985,-27.2,0.0,0.0,0.7,Winter,0,1,22
1325,25/01/2018,5,-15.8,37,2.7,2000,-27.1,0.0,0.0,0.7,Winter,0,1,34
1326,25/01/2018,6,-16.1,33,3.0,2000,-28.7,0.0,0.0,0.7,Winter,0,1,71
1327,25/01/2018,7,-16.2,33,2.2,2000,-28.7,0.0,0.0,0.7,Winter,0,1,165
1329,25/01/2018,9,-16.2,33,2.9,2000,-28.7,0.19,0.0,0.6,Winter,0,1,187
1330,25/01/2018,10,-15.3,33,2.4,2000,-27.9,0.56,0.0,0.6,Winter,0,1,105
1331,25/01/2018,11,-13.8,25,3.5,1996,-29.6,0.91,0.0,0.6,Winter,0,1,122
1333,25/01/2018,13,-11.4,27,3.9,2000,-26.7,1.26,0.0,0.6,Winter,0,1,130
1334,25/01/2018,14,-10.4,25,2.3,1981,-26.7,1.21,0.0,0.5,Winter,0,1,160
1335,25/01/2018,15,-9.7,28,3.7,2000,-24.8,1.0,0.0,0.5,Winter,0,1,130
1336,25/01/2018,16,-9.6,31,2.6,1973,-23.6,0.66,0.0,0.5,Winter,0,1,152
1337,25/01/2018,17,-10.9,32,4.0,2000,-24.4,0.28,0.0,0.5,Winter,0,1,170
1338,25/01/2018,18,-11.8,33,4.0,2000,-24.8,0.04,0.0,0.5,Winter,0,1,288
1339,25/01/2018,19,-12.7,33,3.7,2000,-25.6,0.0,0.0,0.5,Winter,0,1,178
1340,25/01/2018,20,-13.5,33,2.4,2000,-26.3,0.0,0.0,0.5,Winter,0,1,141
1341,25/01/2018,21,-14.1,35,2.2,2000,-26.2,0.0,0.0,0.5,Winter,0,1,137
1342,25/01/2018,22,-14.6,35,2.5,2000,-26.7,0.0,0.0,0.5,Winter,0,1,113
1343,25/01/2018,23,-14.9,35,2.8,2000,-26.9,0.0,0.0,0.5,Winter,0,1,79
1344,26/01/2018,0,-15.1,34,1.7,2000,-27.4,0.0,0.0,0.5,Winter,0,1,68
1345,26/01/2018,1,-15.3,34,1.7,2000,-27.6,0.0,0.0,0.5,Winter,0,1,93
1346,26/01/2018,2,-15.6,33,2.2,2000,-28.2,0.0,0.0,0.5,Winter,0,1,54
1347,26/01/2018,3,-15.9,34,2.9,2000,-28.2,0.0,0.0,0.5,Winter,0,1,41
1348,26/01/2018,4,-16.4,36,1.5,2000,-28.0,0.0,0.0,0.5,Winter,0,1,24
1349,26/01/2018,5,-16.9,38,2.3,2000,-27.9,0.0,0.0,0.5,Winter,0,1,36
1350,26/01/2018,6,-17.4,40,1.6,2000,-27.7,0.0,0.0,0.5,Winter,0,1,64
1351,26/01/2018,7,-17.5,38,3.4,2000,-28.4,0.0,0.0,0.5,Winter,0,1,142
1352,26/01/2018,8,-17.8,40,2.5,2000,-28.1,0.0,0.0,0.5,Winter,0,1,322
1353,26/01/2018,9,-17.5,37,3.8,1941,-28.7,0.21,0.0,0.5,Winter,0,1,149
1354,26/01/2018,10,-16.5,33,3.4,1703,-29.0,0.62,0.0,0.5,Winter,0,1,96
1355,26/01/2018,11,-15.6,31,3.3,1808,-28.9,0.93,0.0,0.5,Winter,0,1,93
1356,26/01/2018,12,-14.4,30,2.7,1906,-28.2,1.17,0.0,0.5,Winter,0,1,111
1357,26/01/2018,13,-13.3,28,2.7,1889,-27.9,1.26,0.0,0.5,Winter,0,1,115
1358,26/01/2018,14,-12.1,27,2.5,1879,-27.3,1.25,0.0,0.4,Winter,0,1,116
1359,26/01/2018,15,-11.4,27,3.3,1805,-26.7,0.0,0.0,0.4,Winter,0,1,140
1360,26/01/2018,16,-10.8,28,2.7,1778,-25.8,0.77,0.0,0.4,Winter,0,1,147
1361,26/01/2018,17,-11.5,31,3.3,1745,-25.2,0.41,0.0,0.3,Winter,0,1,196
1362,26/01/2018,18,-12.7,33,2.5,1835,-25.6,0.05,0.0,0.3,Winter,0,1,305
1363,26/01/2018,19,-13.2,33,2.4,1863,-26.1,0.0,0.0,0.3,Winter,0,1,171
1364,26/01/2018,20,-13.7,35,1.7,1878,-25.9,0.0,0.0,0.3,Winter,0,1,121
1365,26/01/2018,21,-14.1,36,1.8,1869,-25.9,0.0,0.0,0.3,Winter,0,1,130
1366,26/01/2018,22,-14.6,40,1.8,1746,-25.2,0.0,0.0,0.3,Winter,0,1,108
1367,26/01/2018,23,-14.4,38,2.7,1738,-25.6,0.0,0.0,0.3,Winter,0,1,89
1368,27/01/2018,0,-15.0,42,1.2,1766,-25.0,0.0,0.0,0.3,Winter,0,1,80
1369,27/01/2018,1,-15.1,43,0.8,1905,-24.9,0.0,0.0,0.3,Winter,0,1,94
1370,27/01/2018,2,-15.3,43,0.6,1867,-25.0,0.0,0.0,0.3,Winter,0,1,75
1371,27/01/2018,3,-15.3,43,0.8,1963,-25.0,0.0,0.0,0.3,Winter,0,1,41
1372,27/01/2018,4,-15.3,47,0.8,1868,-24.0,0.0,0.0,0.3,Winter,0,1,36
1374,27/01/2018,6,-15.3,47,0.7,1921,-24.0,0.0,0.0,0.3,Winter,0,1,33
1375,27/01/2018,7,-15.7,53,1.3,1629,-23.1,0.0,0.0,0.3,Winter,0,1,57
1376,27/01/2018,8,-15.9,58,0.9,1369,-22.2,0.0,0.0,0.3,Winter,0,1,84
1377,27/01/2018,9,-15.1,49,1.1,1401,-23.4,0.2,0.0,0.3,Winter,0,1,105
1378,27/01/2018,10,-12.3,35,0.6,1497,-24.6,0.6,0.0,0.3,Winter,0,1,96
1381,27/01/2018,13,-6.6,27,2.1,1889,-22.5,1.24,0.0,0.3,Winter,0,1,189
1382,27/01/2018,14,-4.1,25,2.0,1730,-21.2,1.2,0.0,0.2,Winter,0,1,193
1383,27/01/2018,15,-3.7,26,2.2,1739,-20.4,1.04,0.0,0.0,Winter,0,1,192
1384,27/01/2018,16,-3.7,25,2.6,1839,-20.9,0.74,0.0,0.0,Winter,0,1,195
1385,27/01/2018,17,-4.6,26,1.9,2000,-21.2,0.39,0.0,0.0,Winter,0,1,207
1386,27/01/2018,18,-6.6,31,3.0,1988,-20.9,0.06,0.0,0.0,Winter,0,1,162
1387,27/01/2018,19,-7.1,33,2.0,1887,-20.6,0.0,0.0,0.0,Winter,0,1,122
1388,27/01/2018,20,-7.6,36,1.7,1858,-20.1,0.0,0.0,0.0,Winter,0,1,117
1389,27/01/2018,21,-7.9,35,2.6,1878,-20.7,0.0,0.0,0.0,Winter,0,1,103
1390,27/01/2018,22,-7.8,43,2.3,1804,-18.2,0.0,0.0,0.0,Winter,0,1,114
1391,27/01/2018,23,-7.6,42,1.2,1760,-18.3,0.0,0.0,0.0,Winter,0,1,103
1393,28/01/2018,1,-7.5,45,2.4,1853,-17.4,0.0,0.0,0.0,Winter,0,1,103
1394,28/01/2018,2,-7.8,51,1.9,1627,-16.1,0.0,0.0,0.0,Winter,0,1,72
1396,28/01/2018,4,-7.6,37,1.6,1966,-19.8,0.0,0.0,0.0,Winter,0,1,38
1397,28/01/2018,5,-7.5,33,1.5,2000,-21.0,0.0,0.0,0.0,Winter,0,1,21
1398,28/01/2018,6,-7.8,35,1.9,2000,-20.6,0.0,0.0,0.0,Winter,0,1,30
1399,28/01/2018,7,-8.0,39,1.9,2000,-19.5,0.0,0.0,0.0,Winter,0,1,42
1400,28/01/2018,8,-8.1,43,1.7,1943,-18.5,0.0,0.0,0.0,Winter,0,1,72
1401,28/01/2018,9,-7.8,41,1.8,1923,-18.7,0.17,0.0,0.0,Winter,0,1,104
1402,28/01/2018,10,-5.9,35,1.9,1940,-18.9,0.53,0.0,0.0,Winter,0,1,111
1403,28/01/2018,11,-4.6,27,2.6,1887,-20.8,0.85,0.0,0.0,Winter,0,1,145
1404,28/01/2018,12,-3.5,26,2.5,1756,-20.2,1.07,0.0,0.0,Winter,0,1,189
1405,28/01/2018,13,-2.4,22,2.5,1866,-21.2,1.16,0.0,0.0,Winter,0,1,206
1407,28/01/2018,15,-1.9,23,4.3,2000,-20.3,0.7,0.0,0.0,Winter,0,1,217
1408,28/01/2018,16,-2.1,27,4.0,2000,-18.6,0.52,0.0,0.0,Winter,0,1,187
1409,28/01/2018,17,-3.8,32,5.2,2000,-18.1,0.25,0.0,0.0,Winter,0,1,178
1411,28/01/2018,19,-6.0,31,3.6,2000,-20.4,0.0,0.0,0.0,Winter,0,1,134
1412,28/01/2018,20,-7.0,30,2.8,2000,-21.6,0.0,0.0,0.0,Winter,0,1,113
1413,28/01/2018,21,-7.3,34,3.5,2000,-20.5,0.0,0.0,0.0,Winter,0,1,106
1414,28/01/2018,22,-7.9,40,2.5,1997,-19.1,0.0,0.0,0.0,Winter,0,1,105
1415,28/01/2018,23,-8.7,42,2.1,1981,-19.3,0.0,0.0,0.0,Winter,0,1,81
1416,29/01/2018,0,-9.3,45,0.7,1976,-19.0,0.0,0.0,0.0,Winter,0,1,80
1417,29/01/2018,1,-9.8,47,1.3,1934,-19.0,0.0,0.0,0.0,Winter,0,1,62
1418,29/01/2018,2,-10.2,47,0.9,1808,-19.3,0.0,0.0,0.0,Winter,0,1,49
1419,29/01/2018,3,-9.8,43,2.8,1963,-20.0,0.0,0.0,0.0,Winter,0,1,27
1420,29/01/2018,4,-9.9,45,2.5,1967,-19.6,0.0,0.0,0.0,Winter,0,1,26
1421,29/01/2018,5,-10.4,47,1.0,1921,-19.5,0.0,0.0,0.0,Winter,0,1,50
1424,29/01/2018,8,-11.5,38,1.0,1998,-23.0,0.01,0.0,0.0,Winter,0,1,450
1425,29/01/2018,9,-10.8,34,2.9,1975,-23.6,0.17,0.0,0.0,Winter,0,1,217
1426,29/01/2018,10,-9.5,28,3.7,1893,-24.6,0.59,0.0,0.0,Winter,0,1,135
1427,29/01/2018,11,-8.1,24,3.6,1761,-25.1,0.91,0.0,0.0,Winter,0,1,166
1428,29/01/2018,12,-7.3,23,3.8,1903,-24.9,1.17,0.0,0.0,Winter,0,1,186
1429,29/01/2018,13,-6.9,23,4.6,1963,-24.6,1.28,0.0,0.0,Winter,0,1,166
1430,29/01/2018,14,-5.7,23,4.5,1956,-23.5,1.25,0.0,0.0,Winter,0,1,168
1431,29/01/2018,15,-5.2,27,4.5,1927,-21.3,1.06,0.0,0.0,Winter,0,1,177
1434,29/01/2018,18,-6.6,34,2.5,2000,-19.8,0.06,0.0,0.0,Winter,0,1,438
1437,29/01/2018,21,-7.7,42,2.9,1905,-18.4,0.0,0.0,0.0,Winter,0,1,182
1438,29/01/2018,22,-8.8,40,3.0,1985,-19.9,0.0,0.0,0.0,Winter,0,1,172
1439,29/01/2018,23,-9.4,41,1.6,2000,-20.2,0.0,0.0,0.0,Winter,0,1,99
1440,30/01/2018,0,-10.0,34,1.1,2000,-22.9,0.0,0.0,0.0,Winter,0,1,108
1441,30/01/2018,1,-10.4,37,0.3,2000,-22.3,0.0,0.0,0.0,Winter,0,1,129
1442,30/01/2018,2,-10.6,40,1.0,2000,-21.6,0.0,0.0,0.0,Winter,0,1,84
1443,30/01/2018,3,-10.7,42,1.4,2000,-21.1,0.0,0.0,0.0,Winter,0,1,54
1444,30/01/2018,4,-11.1,50,1.2,1986,-19.4,0.0,0.0,0.0,Winter,0,1,33
1445,30/01/2018,5,-11.3,53,1.6,1979,-19.0,0.0,0.0,0.0,Winter,0,1,47
1446,30/01/2018,6,-11.2,53,0.9,2000,-18.9,0.0,0.0,0.0,Winter,0,1,94
1448,30/01/2018,8,-11.1,61,0.7,1963,-17.1,0.01,0.0,0.0,Winter,0,1,491
1449,30/01/2018,9,-9.9,49,0.8,1624,-18.6,0.2,0.0,0.0,Winter,0,1,254
1450,30/01/2018,10,-7.5,42,0.9,1705,-18.2,0.55,0.0,0.0,Winter,0,1,170
1451,30/01/2018,11,-4.5,29,1.3,1912,-19.8,0.79,0.0,0.0,Winter,0,1,220
1452,30/01/2018,12,-3.2,32,2.7,1900,-17.5,1.01,0.0,0.0,Winter,0,1,253
1453,30/01/2018,13,-1.3,35,2.0,1893,-14.8,1.18,0.0,0.0,Winter,0,1,225
1455,30/01/2018,15,-1.6,55,2.5,1891,-9.4,0.64,0.0,0.0,Winter,0,1,173
1456,30/01/2018,16,-2.2,76,1.7,233,-5.8,0.25,0.0,0.0,Winter,0,1,94
1457,30/01/2018,17,-2.4,85,0.3,174,-4.5,0.06,0.0,0.6,Winter,0,1,53
1459,30/01/2018,19,-1.7,91,1.1,167,-2.9,0.0,0.0,3.0,Winter,0,1,59
1460,30/01/2018,20,-1.5,91,1.7,270,-2.7,0.0,0.0,3.3,Winter,0,1,72
1461,30/01/2018,21,-1.6,91,1.3,508,-2.8,0.0,1.5,3.5,Winter,0,1,60
1462,30/01/2018,22,-1.7,85,1.2,1006,-3.8,0.0,0.0,3.5,Winter,0,1,73
1464,31/01/2018,0,-1.7,83,0.8,1113,-4.2,0.0,0.0,3.5,Winter,0,1,69
1465,31/01/2018,1,-1.6,81,1.1,1141,-4.4,0.0,0.0,3.5,Winter,0,1,96
1466,31/01/2018,2,-1.6,80,1.4,1097,-4.6,0.0,0.0,3.5,Winter,0,1,60
1467,31/01/2018,3,-2.2,83,1.0,977,-4.7,0.0,0.0,3.5,Winter,0,1,47
1468,31/01/2018,4,-2.4,82,1.5,877,-5.0,0.0,0.0,3.5,Winter,0,1,34
1469,31/01/2018,5,-2.8,83,0.6,946,-5.2,0.0,0.0,3.5,Winter,0,1,34
1470,31/01/2018,6,-3.1,80,0.7,1215,-6.0,0.0,0.0,3.5,Winter,0,1,63
1471,31/01/2018,7,-3.5,83,1.6,953,-5.9,0.0,0.0,3.5,Winter,0,1,124
1472,31/01/2018,8,-3.6,83,1.7,915,-6.0,0.0,0.0,3.5,Winter,0,1,273
1473,31/01/2018,9,-3.3,77,1.2,916,-6.7,0.1,0.0,3.4,Winter,0,1,137
1474,31/01/2018,10,-2.3,63,1.7,1286,-8.4,0.22,0.0,3.2,Winter,0,1,102
1476,31/01/2018,12,-1.0,35,2.7,1921,-14.5,0.64,0.0,3.0,Winter,0,1,160
1477,31/01/2018,13,-0.8,39,2.6,1853,-13.0,0.54,0.0,2.8,Winter,0,1,171
1478,31/01/2018,14,-0.7,33,2.7,1984,-15.0,0.56,0.0,2.5,Winter,0,1,156
1479,31/01/2018,15,-0.5,30,2.3,1997,-15.9,0.45,0.0,2.2,Winter,0,1,214
1480,31/01/2018,16,-0.1,29,1.6,2000,-16.0,0.5,0.0,1.8,Winter,0,1,216
1481,31/01/2018,17,-0.9,34,2.8,2000,-14.8,0.28,0.0,1.8,Winter,0,1,279
1482,31/01/2018,18,-1.8,35,2.1,2000,-15.2,0.05,0.0,1.6,Winter,0,1,403
1483,31/01/2018,19,-2.2,36,2.2,2000,-15.2,0.0,0.0,1.6,Winter,0,1,270
1484,31/01/2018,20,-2.6,36,3.1,2000,-15.6,0.0,0.0,1.6,Winter,0,1,229
1485,31/01/2018,21,-3.4,40,0.9,2000,-15.0,0.0,0.0,1.6,Winter,0,1,229
1486,31/01/2018,22,-4.2,48,1.0,2000,-13.5,0.0,0.0,1.6,Winter,0,1,188
1487,31/01/2018,23,-4.7,53,1.3,2000,-12.8,0.0,0.0,1.6,Winter,0,1,132
1489,01/02/2018,1,-5.4,54,1.7,1996,-13.2,0.0,0.0,1.6,Winter,0,1,149
1490,01/02/2018,2,-5.5,53,2.1,1980,-13.5,0.0,0.0,1.6,Winter,0,1,103
1491,01/02/2018,3,-6.2,57,1.6,1874,-13.3,0.0,0.0,1.6,Winter,0,1,81
1492,01/02/2018,4,-7.1,56,1.8,1841,-14.4,0.0,0.0,1.6,Winter,0,1,37
1493,01/02/2018,5,-7.8,65,2.3,1737,-13.2,0.0,0.0,1.6,Winter,0,1,51
1496,01/02/2018,8,-8.6,59,1.0,1948,-15.1,0.01,0.0,1.6,Winter,0,1,459
1497,01/02/2018,9,-7.9,50,0.6,1805,-16.5,0.23,0.0,1.6,Winter,0,1,259
1498,01/02/2018,10,-5.0,41,0.5,1799,-16.2,0.64,0.0,1.5,Winter,0,1,168
1500,01/02/2018,12,-1.1,31,1.3,1869,-16.1,1.2,0.0,1.3,Winter,0,1,240
1501,01/02/2018,13,0.3,28,3.1,1988,-16.1,1.3,0.0,1.0,Winter,0,1,233
1502,01/02/2018,14,0.8,23,3.2,2000,-18.0,1.29,0.0,0.5,Winter,0,1,256
1503,01/02/2018,15,0.7,25,3.0,1987,-17.1,1.12,0.0,0.0,Winter,0,1,293
1504,01/02/2018,16,1.1,26,2.1,1957,-16.3,0.82,0.0,0.0,Winter,0,1,268
1505,01/02/2018,17,0.3,26,2.4,1977,-17.0,0.45,0.0,0.0,Winter,0,1,341
